model;features;tree_constraints;cross_constraints;valid;invalid
TEST_NAme;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_9], FeatureId[_r_1_10_11], FeatureId[_r_2_3], FeatureId[_r_2_12], FeatureId[_r_4_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8]];6;0;36;988
RE Process;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_1_5], FeatureId[_r_6], FeatureId[_r_6_12], FeatureId[_r_6_12_15], FeatureId[_r_6_12_16], FeatureId[_r_6_12_17], FeatureId[_r_6_13], FeatureId[_r_6_14], FeatureId[_r_7]];11;0;8;16376
MobileMedia_Ibraim;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_19], FeatureId[_r_1_20], FeatureId[_r_1_21], FeatureId[_r_2], FeatureId[_r_2_8], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_11], FeatureId[_r_2_12], FeatureId[_r_2_12_13], FeatureId[_r_2_12_14], FeatureId[_r_3], FeatureId[_r_3_15_16]];10;2;24;32744
MobileMedia_LeonardoVasconcelos;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_5], FeatureId[_r_6], FeatureId[_r_6_11], FeatureId[_r_6_11_16], FeatureId[_r_6_11_17], FeatureId[_r_6_12], FeatureId[_r_6_13], FeatureId[_r_6_13_14], FeatureId[_r_6_13_15], FeatureId[_r_7], FeatureId[_r_7_8_9]];10;2;48;32720
Mobile Media JULIO;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_17], FeatureId[_r_1_18], FeatureId[_r_1_19], FeatureId[_r_8], FeatureId[_r_8_9], FeatureId[_r_8_9_12], FeatureId[_r_8_9_13], FeatureId[_r_8_10], FeatureId[_r_8_11], FeatureId[_r_8_11_14], FeatureId[_r_8_11_15], FeatureId[_r_16_17]];9;2;24;16360
MobileMedia_Cleice;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_25], FeatureId[_r_1_26], FeatureId[_r_1_27], FeatureId[_r_2], FeatureId[_r_2_4], FeatureId[_r_2_4_9], FeatureId[_r_2_4_23], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_6_7], FeatureId[_r_2_6_8], FeatureId[_r_3], FeatureId[_r_3_17_18], FeatureId[_r_3_19_20]];11;2;24;65512
DiegoMobileMedia;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_8_9], FeatureId[_r_1_8_10], FeatureId[_r_1_8_11], FeatureId[_r_2], FeatureId[_r_2_12], FeatureId[_r_2_12_15], FeatureId[_r_2_12_16], FeatureId[_r_2_13], FeatureId[_r_2_14], FeatureId[_r_2_14_17], FeatureId[_r_2_14_18], FeatureId[_r_3], FeatureId[_r_3_22_23], FeatureId[_r_3_22_24], FeatureId[_r_3_22_25]];10;1;378;130694
MobileMedia_Thanis;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_21], FeatureId[_r_1_22], FeatureId[_r_1_23], FeatureId[_r_6], FeatureId[_r_6_8], FeatureId[_r_6_8_12], FeatureId[_r_6_8_13], FeatureId[_r_6_9], FeatureId[_r_6_10], FeatureId[_r_6_10_14], FeatureId[_r_6_10_15], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19]];10;2;72;65464
Mobile Media_LeonardoSilva;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_18], FeatureId[_r_1_19], FeatureId[_r_1_20], FeatureId[_r_2], FeatureId[_r_2_8], FeatureId[_r_2_8_13], FeatureId[_r_2_8_14], FeatureId[_r_2_9], FeatureId[_r_2_10], FeatureId[_r_2_10_11], FeatureId[_r_2_10_12], FeatureId[_r_3], FeatureId[_r_3_4_5], FeatureId[_r_3_4_6]];10;1;48;65488
MobileMedia_Bruno;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_20], FeatureId[_r_1_17], FeatureId[_r_1_18], FeatureId[_r_2], FeatureId[_r_2_7_8], FeatureId[_r_12], FeatureId[_r_12_13], FeatureId[_r_12_13_18], FeatureId[_r_12_13_19], FeatureId[_r_12_14], FeatureId[_r_12_15], FeatureId[_r_12_15_16], FeatureId[_r_12_15_17]];10;2;24;32744
MobileMedia_DiegoTavares;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_19], FeatureId[_r_1_20], FeatureId[_r_1_21], FeatureId[_r_2], FeatureId[_r_2_12], FeatureId[_r_2_12_15], FeatureId[_r_2_12_16], FeatureId[_r_2_13], FeatureId[_r_2_14], FeatureId[_r_2_14_17], FeatureId[_r_2_14_18], FeatureId[_r_3], FeatureId[_r_3_22_23], FeatureId[_r_3_22_24]];10;2;72;65464
MobileMedia_MarinaMB;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_24], FeatureId[_r_1_25], FeatureId[_r_1_26], FeatureId[_r_2], FeatureId[_r_2_16], FeatureId[_r_2_16_19], FeatureId[_r_2_16_20], FeatureId[_r_2_17], FeatureId[_r_2_18], FeatureId[_r_2_18_21], FeatureId[_r_2_18_22], FeatureId[_r_3], FeatureId[_r_3_12_13]];10;2;24;32744
MobileMedia_JulianaPadilha;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_25], FeatureId[_r_1_26], FeatureId[_r_1_27], FeatureId[_r_2], FeatureId[_r_2_9], FeatureId[_r_2_9_19], FeatureId[_r_2_9_20], FeatureId[_r_2_10], FeatureId[_r_2_12], FeatureId[_r_2_12_21], FeatureId[_r_2_12_22], FeatureId[_r_3], FeatureId[_r_3_13_14], FeatureId[_r_3_13_17]];11;2;18;65518
Mobile_Media_Gabriela;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_25_26], FeatureId[_r_1_27_28], FeatureId[_r_1_29_30], FeatureId[_r_7], FeatureId[_r_7_9], FeatureId[_r_7_9_15], FeatureId[_r_7_9_16], FeatureId[_r_7_10], FeatureId[_r_7_11], FeatureId[_r_7_11_17], FeatureId[_r_7_11_18], FeatureId[_r_8], FeatureId[_r_8_19_20], FeatureId[_r_8_21_22], FeatureId[_r_8_23_24]];14;1;12;131060
Mobile_Media_Gabriela;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_27_28], FeatureId[_r_1_29_30], FeatureId[_r_7], FeatureId[_r_7_9], FeatureId[_r_7_9_15], FeatureId[_r_7_9_16], FeatureId[_r_7_10], FeatureId[_r_7_11], FeatureId[_r_7_11_17], FeatureId[_r_7_11_18], FeatureId[_r_8], FeatureId[_r_8_19_20], FeatureId[_r_8_21_22], FeatureId[_r_8_23_24]];13;1;6;65530
Mobile Media Thiago;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_19], FeatureId[_r_1_21], FeatureId[_r_1_22], FeatureId[_r_2], FeatureId[_r_2_8], FeatureId[_r_2_8_15], FeatureId[_r_2_8_16], FeatureId[_r_2_9], FeatureId[_r_2_10], FeatureId[_r_2_10_17], FeatureId[_r_2_10_18], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13]];10;1;48;65488
Mobile Media;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_22], FeatureId[_r_1_23], FeatureId[_r_1_24], FeatureId[_r_7], FeatureId[_r_7_8_9], FeatureId[_r_14], FeatureId[_r_14_15], FeatureId[_r_14_15_18], FeatureId[_r_14_15_19], FeatureId[_r_14_16], FeatureId[_r_14_17], FeatureId[_r_14_17_20], FeatureId[_r_14_17_21]];10;2;24;32744
MobileMedia_CarlosEduardoPaulinoSilva;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_21], FeatureId[_r_1_22], FeatureId[_r_1_23], FeatureId[_r_2], FeatureId[_r_2_10], FeatureId[_r_2_10_17], FeatureId[_r_2_10_18], FeatureId[_r_2_11], FeatureId[_r_2_12], FeatureId[_r_2_12_19], FeatureId[_r_2_12_20], FeatureId[_r_3], FeatureId[_r_3_13_14]];10;2;24;32744
Video On Demand SPL FM;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_8], FeatureId[_r_15_16], FeatureId[_r_15_17], FeatureId[_r_15_19], FeatureId[_r_20_21], FeatureId[_r_20_22], FeatureId[_r_20_22_23], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_13]];10;4;16;8176
Video On Demand FM;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_5_6], FeatureId[_r_4_5_7], FeatureId[_r_10_11], FeatureId[_r_10_12], FeatureId[_r_10_12_13], FeatureId[_r_14_15], FeatureId[_r_14_16], FeatureId[_r_14_17]];10;4;16;8176
mo;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_8], FeatureId[_r_8_11], FeatureId[_r_8_13]];5;2;60;1988
SimulesSPLBruno;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_5], FeatureId[_r_5_6], FeatureId[_r_5_7], FeatureId[_r_8], FeatureId[_r_8_9], FeatureId[_r_8_10], FeatureId[_r_8_20], FeatureId[_r_11], FeatureId[_r_11_12], FeatureId[_r_11_14], FeatureId[_r_11_16], FeatureId[_r_11_17], FeatureId[_r_11_17_18], FeatureId[_r_11_17_19]];17;0;8;524280
matrices;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_3_5], FeatureId[_r_2_3_6], FeatureId[_r_9], FeatureId[_r_9_10_11], FeatureId[_r_9_10_11_14_15], FeatureId[_r_9_10_11_14_16], FeatureId[_r_9_10_12], FeatureId[_r_9_10_12_13_14], FeatureId[_r_9_10_12_13_17], FeatureId[_r_9_10_13], FeatureId[_r_14], FeatureId[_r_15]];9;3;20;16364
EventosPerez;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_27_28], FeatureId[_r_1_27_30], FeatureId[_r_1_27_31], FeatureId[_r_3], FeatureId[_r_7], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_16], FeatureId[_r_16_17], FeatureId[_r_16_18], FeatureId[_r_22], FeatureId[_r_23], FeatureId[_r_23_24], FeatureId[_r_23_25], FeatureId[_r_23_26]];7;1;1792;129280
MyHolidays;[FeatureId[_r], FeatureId[_r_10], FeatureId[_r_10_25_26], FeatureId[_r_10_25_27], FeatureId[_r_11], FeatureId[_r_11_14_15], FeatureId[_r_11_14_18], FeatureId[_r_11_14_19], FeatureId[_r_12], FeatureId[_r_12_20_21], FeatureId[_r_12_20_22], FeatureId[_r_13], FeatureId[_r_28]];7;0;112;8080
poratfolios1;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_5_8], FeatureId[_r_9], FeatureId[_r_9_10_11], FeatureId[_r_9_10_12], FeatureId[_r_9_10_13], FeatureId[_r_9_10_14], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19], FeatureId[_r_16_17_20], FeatureId[_r_23], FeatureId[_r_23_24_25], FeatureId[_r_23_24_27], FeatureId[_r_23_24_27_28_29], FeatureId[_r_23_24_27_28_31], FeatureId[_r_32]];11;1;896;1047680
PortafolioLopez;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_10], FeatureId[_r_10_13_14], FeatureId[_r_10_13_15], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19], FeatureId[_r_16_17_20]];8;0;84;8108
variabilidad;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_15_16], FeatureId[_r_1_18_19], FeatureId[_r_1_20_21], FeatureId[_r_1_26_27], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_10], FeatureId[_r_4_11_12], FeatureId[_r_4_13_14], FeatureId[_r_6], FeatureId[_r_6_31], FeatureId[_r_6_35], FeatureId[_r_6_36], FeatureId[_r_7], FeatureId[_r_28]];13;3;16;131056
Test;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_4_5], FeatureId[_r_3_4_6], FeatureId[_r_7], FeatureId[_r_7_8_9], FeatureId[_r_7_8_10], FeatureId[_r_11]];8;0;16;1008
Multiplicador de n matrices;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_13_14], FeatureId[_r_1_13_15], FeatureId[_r_1_13_16], FeatureId[_r_2], FeatureId[_r_2_17_18], FeatureId[_r_2_17_19], FeatureId[_r_3], FeatureId[_r_3_20_21], FeatureId[_r_3_20_22], FeatureId[_r_4]];7;2;18;4078
Mobile media v5;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_5_13], FeatureId[_r_2_5_14], FeatureId[_r_2_6], FeatureId[_r_2_7], FeatureId[_r_2_7_9], FeatureId[_r_2_7_10], FeatureId[_r_2_7_11], FeatureId[_r_2_7_12], FeatureId[_r_2_8]];13;0;8;32760
Mobile media v6;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_5_10], FeatureId[_r_2_5_11], FeatureId[_r_2_6], FeatureId[_r_2_7], FeatureId[_r_2_7_12], FeatureId[_r_2_7_13], FeatureId[_r_2_7_14], FeatureId[_r_2_7_15], FeatureId[_r_2_8], FeatureId[_r_2_9], FeatureId[_r_2_9_16], FeatureId[_r_2_9_17]];16;0;16;262128
ACARLOS_car;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_5_7], FeatureId[_r_1_4_5_7_9], FeatureId[_r_1_4_5_7_10], FeatureId[_r_1_4_5_8], FeatureId[_r_1_4_6], FeatureId[_r_11], FeatureId[_r_11_12_13], FeatureId[_r_11_12_13_16_17], FeatureId[_r_11_12_13_16_18], FeatureId[_r_11_12_15], FeatureId[_r_11_12_15_19_20], FeatureId[_r_11_12_15_19_21]];12;0;72;32696
Cars xpto;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6_7], FeatureId[_r_1_6_7_10], FeatureId[_r_1_6_7_10_13], FeatureId[_r_1_6_7_10_14], FeatureId[_r_1_6_7_12], FeatureId[_r_1_6_9], FeatureId[_r_2], FeatureId[_r_2_15_16], FeatureId[_r_2_15_16_18_19], FeatureId[_r_2_15_16_18_20], FeatureId[_r_2_15_17], FeatureId[_r_2_15_17_21_22], FeatureId[_r_2_15_17_21_23]];12;0;72;32696
Mobile Media v3;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_6_7], FeatureId[_r_2_6_8], FeatureId[_r_2_6_9], FeatureId[_r_2_6_10]];10;0;2;2046
UPT TAM;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_12_13], FeatureId[_r_1_12_13_26], FeatureId[_r_1_12_13_26_28], FeatureId[_r_1_12_13_26_29], FeatureId[_r_1_12_13_27], FeatureId[_r_1_12_14], FeatureId[_r_2], FeatureId[_r_2_15_16], FeatureId[_r_2_15_16_18_19], FeatureId[_r_2_15_16_18_20], FeatureId[_r_2_15_17], FeatureId[_r_2_15_17_23_24], FeatureId[_r_2_15_17_23_25]];13;0;40;32728
Mobile media v4;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_8], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_8_11], FeatureId[_r_2_8_12], FeatureId[_r_2_13]];13;0;4;16380
myHolidays;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_5], FeatureId[_r_7], FeatureId[_r_9], FeatureId[_r_9_16], FeatureId[_r_11], FeatureId[_r_13], FeatureId[_r_17], FeatureId[_r_19], FeatureId[_r_19_21], FeatureId[_r_22], FeatureId[_r_24], FeatureId[_r_24_26], FeatureId[_r_28]];11;1;32;65504
myHolidays;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_5], FeatureId[_r_7], FeatureId[_r_9], FeatureId[_r_9_16], FeatureId[_r_11], FeatureId[_r_11_18], FeatureId[_r_13], FeatureId[_r_13_17], FeatureId[_r_17], FeatureId[_r_19], FeatureId[_r_19_21], FeatureId[_r_22], FeatureId[_r_24], FeatureId[_r_24_26], FeatureId[_r_28]];11;1;128;262016
Software-Product;[FeatureId[_r], FeatureId[_r_5], FeatureId[_r_5_9], FeatureId[_r_5_20], FeatureId[_r_6], FeatureId[_r_6_12], FeatureId[_r_7], FeatureId[_r_7_14], FeatureId[_r_7_19], FeatureId[_r_8], FeatureId[_r_8_15], FeatureId[_r_8_18], FeatureId[_r_16], FeatureId[_r_21], FeatureId[_r_21_22]];7;0;256;32512
Mobile Phone Software;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_14], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_5_7_11], FeatureId[_r_2_5_7_11_13], FeatureId[_r_2_5_7_12], FeatureId[_r_2_5_8], FeatureId[_r_3], FeatureId[_r_3_9_10], FeatureId[_r_3_9_11], FeatureId[_r_4]];9;2;52;16332
UPT_RM_MOBILE;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_5_8], FeatureId[_r_3], FeatureId[_r_11], FeatureId[_r_11_12_13], FeatureId[_r_11_12_14]];6;2;14;1010
acarlos_trab2_mobile;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_9_10], FeatureId[_r_2_9_11], FeatureId[_r_2_9_12], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_6_8]];6;2;14;1010
myHolidays;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_5], FeatureId[_r_7], FeatureId[_r_9], FeatureId[_r_9_16], FeatureId[_r_11], FeatureId[_r_11_17], FeatureId[_r_13], FeatureId[_r_13_18], FeatureId[_r_17], FeatureId[_r_19], FeatureId[_r_19_21], FeatureId[_r_22], FeatureId[_r_24], FeatureId[_r_24_26], FeatureId[_r_28]];11;1;128;262016
Software-Product;[FeatureId[_r], FeatureId[_r_5], FeatureId[_r_5_9], FeatureId[_r_5_16], FeatureId[_r_6], FeatureId[_r_6_12], FeatureId[_r_7], FeatureId[_r_7_14], FeatureId[_r_7_19], FeatureId[_r_8], FeatureId[_r_8_15], FeatureId[_r_8_18], FeatureId[_r_16], FeatureId[_r_21], FeatureId[_r_21_22], FeatureId[_r_17], FeatureId[_r_17_18], FeatureId[_r_19], FeatureId[_r_20]];10;0;512;523776
Software-Product;[FeatureId[_r], FeatureId[_r_5], FeatureId[_r_5_9], FeatureId[_r_5_16], FeatureId[_r_6], FeatureId[_r_6_12], FeatureId[_r_7], FeatureId[_r_7_14], FeatureId[_r_7_19], FeatureId[_r_8], FeatureId[_r_8_15], FeatureId[_r_8_18], FeatureId[_r_16], FeatureId[_r_21], FeatureId[_r_21_22], FeatureId[_r_17], FeatureId[_r_17_20], FeatureId[_r_18], FeatureId[_r_19]];10;0;512;523776
Phone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_14], FeatureId[_r_14_16], FeatureId[_r_14_17], FeatureId[_r_14_18], FeatureId[_r_15], FeatureId[_r_15_19], FeatureId[_r_15_19_11], FeatureId[_r_15_19_11_12], FeatureId[_r_15_19_13], FeatureId[_r_15_20]];6;3;76;8116
Movil;[FeatureId[_r], FeatureId[_r_6], FeatureId[_r_6_7_8], FeatureId[_r_6_7_9], FeatureId[_r_6_7_10], FeatureId[_r_6_19], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_13_16_17], FeatureId[_r_13_16_18], FeatureId[_r_20]];7;2;28;4068
cell phones SPL;[FeatureId[_r], FeatureId[_r_6], FeatureId[_r_6_9_10], FeatureId[_r_6_9_25], FeatureId[_r_6_9_26], FeatureId[_r_28], FeatureId[_r_29], FeatureId[_r_29_30_31], FeatureId[_r_29_30_32], FeatureId[_r_33], FeatureId[_r_33_34_35], FeatureId[_r_33_34_37], FeatureId[_r_33_34_37_41]];10;3;16;8176
JDFM;[FeatureId[_r], FeatureId[_r_6], FeatureId[_r_6_7], FeatureId[_r_6_7_8_9], FeatureId[_r_6_7_8_10], FeatureId[_r_6_7_12], FeatureId[_r_6_13], FeatureId[_r_6_13_14_15], FeatureId[_r_6_13_14_16], FeatureId[_r_6_13_14_17], FeatureId[_r_6_13_14_18]];6;0;20;2028
Prontuário Eletrônico de Pacientes;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_3], FeatureId[_r_3_4], FeatureId[_r_3_5], FeatureId[_r_6], FeatureId[_r_6_8], FeatureId[_r_6_9], FeatureId[_r_7]];7;0;10;1014
Analisis;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_4], FeatureId[_r_4_5_6], FeatureId[_r_4_5_7], FeatureId[_r_4_5_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_13], FeatureId[_r_14]];8;0;6;2042
FMConfig;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4_5], FeatureId[_r_4_7], FeatureId[_r_4_8], FeatureId[_r_6], FeatureId[_r_6_9], FeatureId[_r_6_10], FeatureId[_r_11], FeatureId[_r_11_12], FeatureId[_r_11_13]];6;2;135;8057
Matrix chain multiplication;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_4_7], FeatureId[_r_2], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13]];7;2;15;2033
ID;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_4_5], FeatureId[_r_2_4_5_6_7], FeatureId[_r_2_4_5_6_7_8_9], FeatureId[_r_2_4_5_6_7_8_9_10_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_16]];15;0;1;4095
Celular;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13], FeatureId[_r_3_11_14], FeatureId[_r_4], FeatureId[_r_4_15_16], FeatureId[_r_4_15_17], FeatureId[_r_5], FeatureId[_r_5_18_19], FeatureId[_r_5_18_20]];8;1;96;16288
Equation_LO;[FeatureId[_r0], FeatureId[_r1], FeatureId[_r2], FeatureId[_r3], FeatureId[_r4], FeatureId[_r5], FeatureId[_r12], FeatureId[_r13], FeatureId[_r14], FeatureId[_r15], FeatureId[_r16], FeatureId[_r17], FeatureId[_r18], FeatureId[_r19], FeatureId[_r5_29], FeatureId[_r5_29_30_31], FeatureId[_r5_29_30_32], FeatureId[_r5_29_30_33], FeatureId[_r5_29_30_34], FeatureId[_r5_29_30_35]];11;1;66;1048510
gs;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_8_9], FeatureId[_r_1_8_10], FeatureId[_r_1_8_14], FeatureId[_r_2], FeatureId[_r_3_4], FeatureId[_r_3_12], FeatureId[_r_3_13], FeatureId[_r_5_6], FeatureId[_r_5_11], FeatureId[_r_7]];5;0;168;3928
Data Collection Model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_6_8], FeatureId[_r_9], FeatureId[_r_9_10_11], FeatureId[_r_9_10_12], FeatureId[_r_9_10_12_13_14], FeatureId[_r_9_10_12_13_15], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19], FeatureId[_r_16_17_20]];11;0;84;65452
Observatorio;[FeatureId[_r], FeatureId[_r_4], FeatureId[_r_4_5], FeatureId[_r_4_5_10], FeatureId[_r_4_5_10_11], FeatureId[_r_4_5_10_12], FeatureId[_r_4_5_10_12_18_19], FeatureId[_r_4_7], FeatureId[_r_4_7_9], FeatureId[_r_4_7_9_20_21], FeatureId[_r_22]];10;0;8;2040
Pip;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_4], FeatureId[_r_3_5], FeatureId[_r_3_6], FeatureId[_r_3_7], FeatureId[_r_3_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_13]];14;0;1;16383
test gv;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9]];5;0;32;992
collapse_view_example;[FeatureId[_r], FeatureId[_r_3_4], FeatureId[_r_3_4_6], FeatureId[_r_3_4_7], FeatureId[_r_3_5], FeatureId[_r_3_5_8], FeatureId[_r_3_5_9], FeatureId[_r_3_10], FeatureId[_r_3_10_11_12], FeatureId[_r_3_10_11_13], FeatureId[_r_3_10_11_14]];10;0;31;2017
Cell-Phone-SPL-2014;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_6], FeatureId[_r_21], FeatureId[_r_21_26_27], FeatureId[_r_21_26_30], FeatureId[_r_21_26_32], FeatureId[_r_33], FeatureId[_r_34], FeatureId[_r_14_15], FeatureId[_r_14_16], FeatureId[_r_14_16_18]];10;3;16;8176
Match de foot;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_6_10], FeatureId[_r_6_13], FeatureId[_r_6_15], FeatureId[_r_6_16]];7;0;16;2032
Cell-Phone-SPL-2014-Part2;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_5], FeatureId[_r_5_8], FeatureId[_r_9_10], FeatureId[_r_9_11], FeatureId[_r_9_13], FeatureId[_r_28_29], FeatureId[_r_28_30], FeatureId[_r_28_31], FeatureId[_r_28_32]];8;9;30;8162
Dental Surgery;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_6_7_8], FeatureId[_r_6_9_10], FeatureId[_r_6_11_12]];9;0;2;1022
Cell-Phone-SPL-2014-Mined;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5_6], FeatureId[_r_5_8], FeatureId[_r_5_9], FeatureId[_r_10], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_13_14]];7;9;31;8161
Cell-Phone-SPL-2014-without;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3_4], FeatureId[_r_3_6], FeatureId[_r_3_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_10_11]];5;0;48;976
